asm_acc,p_element_symbol,r_element_symbol,mb_element_symbol,p_lesion,r_lesion,mb_lesion,p_lession_type,r_lession_type,p_mutation_id,r_mutation_id,record_id
GCA_000301295.1,,,,,,,,,,,a29b43266ff8a53857530bd83352d58d
GCA_000301335.1,,,,,,,,,,,d4d8fb32612854aea79d73423b1c2f34
GCA_000301355.1,,,,,,,,,,,748086ee43726be5eeb37d11359f47dc
GCA_000301475.1,,,,,,,,,,,00f1c1f458e3958973fcd7feba02623e
GCA_000301535.1,,,,,,,,,,,11980cfb4e1f6d0e5a71017fae37e806
GCA_000301575.1,,,,,,,,,,,8a42a2c35985cf69b420b7d6a8f94457
GCA_000301595.1,,,,,,,,,,,70ddbea0d3892cc5429749a4a18f28c1
GCA_000301615.1,,,,,,,,,,,4f62c83a74dfe055cbb4f93214d8493f
GCA_000301675.1,,,,,,,,,,,adaa19fbfa13d0fcfbadc1d23fe5d6fe
GCA_000301775.1,,,,,,,,,,,33d869374e09a2db95f4d9e5b847e654
GCA_000301835.1,,,,,,,,,,,fda617747909201733b979b3d021dbbd
GCA_000301855.1,,,,,,,,,,,d5141b55da6b73d7b40614f0a2f46bee
GCA_000301895.1,,,,,,,,,,,dc57566ddc66a5343a73b0118fef3d50
GCA_000301935.1,,,,,,,,,,,3b00a88b22c03c9486789395792e83f4
GCA_000301975.1,,,,,,,,,,,63838ed243724a4b96aa218728d324ac
GCA_000302015.1,,,,,,,,,,,31d1ef8fa9474d4ec7630483cd543ac6
GCA_000302035.1,,,,,,,,,,,7966d050920a5bd4b058cd5fa2c3bd41
GCA_000302135.1,,,,,,,,,,,7b7f7d6199e7744ee89b19e46d7834e0
GCA_000302155.1,,,,,,,,,,,6e2933a5560c31e20e02eaeade65bf57
GCA_000302235.1,,,,,,,,,,,e11d34808d4a6c0160ced016ef033648
GCA_000302275.1,,,,,,,,,,,919c29eacc1bf79cccc6be41b7fa20da
GCA_000302375.1,,,,,,,,,,,0a5c922745f3042433f5811500b46445
GCA_000304675.1,,,,,,,,,,,29c42d2ce655ca94cf28ca239812732a
GCA_000305275.1,,,,,,,,,,,ddd04733d34d19681faad51dcaab80ba
GCA_000305295.1,,,,,,,,,,,1bf45b04d0db56ac752bedc34058a853
GCA_000307895.1,,,,,,,,,,,446cfc99138d34b889b228d45e4db5ee
GCA_000309015.1,,,,,,,,,,,0507038f43a26a25898ecc78ad9f3e5b
GCA_000309215.1,,,,,,,,,,,5cf69f066c5c4b03c24e532088af3533
GCA_000314615.1,,,,,,,,,,,0e7ad7ab0917a420202767edee5b1c1c
GCA_000314635.1,,,,,,,,,,,5a76d0eec1d7110b1d750885168d17fc
GCA_000316265.2,,,,,,,,,,,5732f6fee09cea82da4a3518011d2474
GCA_000333715.1,,,,,,,,,,,312cb375f6e2b4bf4232d279569b64bc
GCA_000333735.1,,,,,,,,,,,dd76908b67d00c7d97653bf32e384d33
GCA_000335535.1,,,,,,,,,,,6471cafee0613639f4623372511144c9
GCA_000335595.1,,,,,,,,,,,716f4d8258ba58c3c86379245d74ede0
GCA_000335615.1,,,,,,,,,,,8e89c8bec368ef38d0ee3ecb43cb2b87
GCA_000335675.1,,,,,,,,,,,7dcd6172c2b4815d2793834e90053e3b
GCA_000338255.1,,,,,,,,,,,77e26cfdb374334d82cd8a6c3013ae4e
GCA_000338835.1,,,,,,,,,,,810d07c2d46c9988a359cefafb99a4bc
GCA_000341565.1,,,oprD,,,V359L,,,,,d532811d6c3ac042872bf4809b9e3548
GCA_000342085.1,,,,,,,,,,,b8cf8cde6099d7421bf400f0a0098646
GCA_000342145.1,,,oprD,,,V359L,,,,,deeb2d617963ed07791048ed6cb79beb
GCA_000353795.1,,,,,,,,,,,c506b70d4a57df1f2e1b60c7be0cf522
GCA_000354015.1,,,,,,,,,,,a4a5adead48cadbc1a15ea64e11316e6
GCA_000354075.1,,,,,,,,,,,b4f4e5f563215059fa6024e189876186
GCA_000354115.1,,,,,,,,,,,c7450e0d8dcdad2075d9fb2ba73860cf
GCA_000359565.1,,,oprD,,,V359L,,,,,365cf6a07eaf710ad218571d720f8622
GCA_000368125.1,,,,,,,,,,,b4c7db8cb8dec6de5bac7d0ca7d2d77f
GCA_000368225.1,,,,,,,,,,,8ce276c4944121c65cb4d3946fed5b67
GCA_000368545.1,,,,,,,,,,,1571c3673b496f1312a99e93ce0abfb2
GCA_000368945.1,,,,,,,,,,,0ad31e39bfd48a731a4585c81172c615
GCA_000369025.1,,,,,,,,,,,4c73f7e73ca7b8dd746e8cb1db5b0480
GCA_000369045.1,,,,,,,,,,,1e7b981152eaf7cd1a67e6c9ad211a85
GCA_000369245.1,,,,,,,,,,,724409710f49e700bfb9cba08bae0314
GCA_000369325.1,,,,,,,,,,,a693e404e2de502def572c1d7b9914c8
GCA_000399665.1,,,,,,,,,,,eb95373fa845b3924da1ae1449ed06d8
GCA_000399685.1,,,,,,,,,,,28df0b03ec808fa820ae91a1301f937a
GCA_000399705.1,,,,,,,,,,,7597f6e2ad078f4001f1127a487ce639
GCA_000406405.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,40cd10d5f5a295af65d9c171df443691,40cd10d5f5a295af65d9c171df443691,5895bc38b64fe7e3349b6871a955d606
GCA_000406585.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,538e8a91c280e3a5a2478903ceeeba32,538e8a91c280e3a5a2478903ceeeba32,347e2c2a0af128d573a5a5fb905d6d3b
GCA_000406585.1,,,ompK36,,,D135DGD,,,,,b65db3b033bc51d397118998bedd1d22
GCA_000406685.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,cb609e4d8b41141fc06a6653bd6f223f,cb609e4d8b41141fc06a6653bd6f223f,0a46e8e2c4e49d832bee518f12a21318
GCA_000406745.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,8f64f9cbf6bc46978ebb1bbe1afa7bb2,8f64f9cbf6bc46978ebb1bbe1afa7bb2,7458db7b92f2d4b02ff5f34e514b6241
GCA_000406885.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,31f552b4fa74fd2c5c79887780d93732,31f552b4fa74fd2c5c79887780d93732,a574deffe27f79f74a54525578c5997e
GCA_000409045.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,b678e29118051094668124d3f852ad82,b678e29118051094668124d3f852ad82,cb6628e6696cd7122dc128a92605c443
GCA_000409045.1,,,ompK36,,,D135DGD,,,,,631bc9c88e0782cde6dbf09cc9d19a99
GCA_000412295.1,,,oprD,,,V359L,,,,,7d4be36db60e3e2869a5c94854e086ab
GCA_000412395.1,,,,,,,,,,,1f9af2a5792383ac3bb034d518468c96
GCA_000412415.1,,,oprD,,,V359L,,,,,e78217f350077e4fe994b7d79a063e8f
GCA_000412455.1,,,,,,,,,,,ca84cccfc85a173825536c97a93f39dc
GCA_000412495.1,,,,,,,,,,,1b8d833761b3be1f87319953d4ddfd27
GCA_000412555.1,,,oprD,,,V359L,,,,,3dca0b80f0a7abb7cb77b0fd4ec93b8e
GCA_000417125.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,d68c85f7b7ca607d6016a33bb9157f02,d68c85f7b7ca607d6016a33bb9157f02,dd26f80c4a8c1cc4f13c7d2b64d4e4c1
GCA_000417325.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,7f39aec3d5ab79e3df1f034a64882da8,7f39aec3d5ab79e3df1f034a64882da8,82f0ea5f3445131fdb6ddc4e0afb3847
GCA_000423545.1,,,,,,,,,,,2524ffc0ec06155ce78a95f2d3705b52
GCA_000439875.1,,,oprD,,,V359L,,,,,94784989b18e06b1fcc432ceaddbe518
GCA_000441855.1,,,,,,,,,,,1e4236b721b979985ebc47fdad7f8cb8
GCA_000453085.1,,,,,,,,,,,59fad5293316651efbd5e28805689285
GCA_000453165.1,,,,,,,,,,,9d0c4060ab1e7334ca5f4e2a921f2dd7
GCA_000453425.1,,,,,,,,,,,11df7de13cad212e31a6a8cf31814a62
GCA_000453565.1,,,,,,,,,,,ad625a3d9aeb1d6adebb86aa2304d47f
GCA_000453625.1,,,,,,,,,,,7f834c688600a9f24fe56066a4800d1d
GCA_000453665.1,,,,,,,,,,,d692d9029c8ac547d38bacda8e33a406
GCA_000453705.1,,,,,,,,,,,26ccf45d69870e6999b654eab8bf4893
GCA_000453785.1,,,,,,,,,,,04dd2387b09e0f4fba103bd522d9f5fa
GCA_000453845.1,,,,,,,,,,,7e9e63b198b68c155a3d9785f8ac275d
GCA_000454005.1,,,,,,,,,,,ceca37ddd3bf227208c59775748c24c7
GCA_000455405.1,,,oprD,,,V359L,,,,,654ac3d486207237f7020cd286575e68
GCA_000455405.1,OprD,,oprD,S401fs,,V359L,FRAMESHIFT,,10a2c83a67212b478d0d36ecdf16ad1c,,52369922993e808a5d01a1d3c616ce02
GCA_000455405.1,NalD,,,E15fs,,,FRAMESHIFT,,b230209b802c7d3368ccbe788db75fc2,,b817734a1a09d1ebe9479ea1168ab6b9
GCA_000455505.1,NalD,,,E15fs,,,FRAMESHIFT,,349d7722e24e335bfcc9801e0e5b219a,,6f841a373b0c35996883956b5d5e175c
GCA_000455505.1,,,oprD,,,V359L,,,,,f6ad59cb7b99252c40dd88d3d5f187b3
GCA_000455505.1,OprD,,oprD,S401fs,,V359L,FRAMESHIFT,,091074e1e51369bd40e3a37cce6cc74d,,ad3eb0af47f38be778018519d9a102c1
GCA_000455705.1,,,oprD,,,V359L,,,,,f07c5365095c2b58fc31411378c5c269
GCA_000468935.1,,,,,,,,,,,7cdf2a7d34ee883053d29900952664b1
GCA_000474635.1,,,,,,,,,,,97e798f1fc205d5794043e701d1aae35
GCA_000478465.2,,,,,,,,,,,2cef51f2f3a62ff6db97eeadcb20ee76
GCA_000480415.1,,,oprD,,,V359L,,,,,86808ae03d6242cf7779ae1cdc60b58a
GCA_000480455.1,,,oprD,,,V359L,,,,,0d9dce09c661bad319657d5faeabc274
GCA_000480475.1,,,oprD,,,V359L,,,,,902cb7ec3ea6b3eb117c30276e2c88ab
GCA_000480515.1,,,oprD,,,V359L,,,,,457ef637299653fe8411547a537763a8
GCA_000480535.1,,,,,,,,,,,c1347f377c3bbe9e01aa1ed0b7a4d740
GCA_000480555.1,,,,,,,,,,,7c9d4f2ffe3e4f42e2c561e7cbc89636
GCA_000480595.1,,,,,,,,,,,07dc1efa89d6057f334150715bc75f00
GCA_000480685.1,,,,,,,,,,,8c71fdb6cd2ae89f303c8184f8cf853f
GCA_000480705.1,,,,,,,,,,,1f9bdb3516232103ed00040b5aa98774
GCA_000480725.1,,,,,,,,,,,b4e529aa4f7a6591a4052c129c386da4
GCA_000480745.1,,,,,,,,,,,5f0c5072a8bbb2dbef456721145b0bf7
GCA_000480985.1,,,,,,,,,,,ed084473810f42c85861290c277fb310
GCA_000481005.1,,,oprD,,,V359L,,,,,67ebc06a784e6ec9252f99963742a5ae
GCA_000481085.1,,,oprD,,,V359L,,,,,6ea00d1211fe2e1858c217dc3cb1186b
GCA_000481145.1,,,oprD,,,V359L,,,,,08c9b56c4adcae1d5f937c6e8d4792aa
GCA_000481245.1,,,oprD,,,V359L,,,,,dcbba2bb4731bdddedfd9e6d49dc0657
GCA_000481265.1,,,oprD,,,V359L,,,,,baffdb777e05be7b5e708ef4616f2964
GCA_000481325.1,,,,,,,,,,,601c53801b9496965c0e3038e8c91283
GCA_000481345.1,,,oprD,,,V359L,,,,,652aa3f76e2f3b7e0604d87a30c099f3
GCA_000481345.1,,,ampD,,,T139M,,,,,5880fcd543aa6e271c0bcc86012b3ecb
GCA_000481385.1,,,,,,,,,,,d2d5801902881f6ba3a58fc88303fb2f
GCA_000481465.1,OprD,oprD,oprD,Q429STOP,Q429STOP,Q429STOP,STOP,PointMutation,774f44c33df9fc81b53309e79be9c074,774f44c33df9fc81b53309e79be9c074,a33b6d4853bb9978499da2e881d7579d
GCA_000481465.1,OprD,oprD,oprD,Q429STOP,Q429STOP,V359L,STOP,PointMutation,774f44c33df9fc81b53309e79be9c074,774f44c33df9fc81b53309e79be9c074,8465ab40c5f9e42c090f55c78c0afd70
GCA_000481485.1,,,oprD,,,V359L,,,,,6afab8effee623fff678626ecf3c3a39
GCA_000481505.1,,,oprD,,,V359L,,,,,064b60ea51b9dbd0949795aca521e390
GCA_000481525.1,MexR,mexR,,G55fs,Q55fs,,FRAMESHIFT,FrameShift,9dfd66248530bafdf3037677155dbc67,bc94762a49f7c801656d3c1f0d206206,478e53f3183132163b66de72c4b11ce9
GCA_000481545.1,,,,,,,,,,,643a4b4fbb5995b9d5e3000b54f12307
GCA_000481565.1,NalD,nalD,,K10fs,T11fs,,FRAMESHIFT,FrameShift,987c9277c41be2c265eeb0d674480e44,affc6d765e5ed28d7d0a091274f51a91,9724bf88c4fb03f30927fa2a015250f9
GCA_000481565.1,OprD,oprD,,G364fs,G364fs,,FRAMESHIFT,FrameShift,37f23ba2320bc84f1a9766650f0280a6,37f23ba2320bc84f1a9766650f0280a6,2647c7afc8f3e50adae4de5a279fdace
GCA_000481725.1,,,oprD,,,V359L,,,,,2849847a58a827190235de4805f1fd0f
GCA_000481745.1,,,,,,,,,,,86c43e666070c7e71a1b902375610c8b
GCA_000481805.1,,,,,,,,,,,6c42a658d040cbc156bf9b12fac2bbd7
GCA_000481865.1,MexR,mexR,,T115fs,V115fs,,FRAMESHIFT,FrameShift,71dafe8d9bf031e97aec900144fb6765,6f7c7995622d9573f24e69458ca974fc,a112a32ebfd1ada3681d631ab20cdac9
GCA_000481865.1,,,oprD,,,V359L,,,,,74da35928dba9d7ef45b001b60edcb42
GCA_000482025.1,,,oprD,,,V359L,,,,,87f9ac2a5a06a3c5bd03170cbe511831
GCA_000485755.1,,,,,,,,,,,b67c738355b470c0a1aefbac65c63e48
GCA_000488235.1,,,,,,,,,,,888266eb5b9021ffffe40297e53ba0ee
GCA_000492315.1,,,,,,,,,,,3bfdf720c56094c92856f193668c0bd4
GCA_000492475.1,,,,,,,,,,,3d0de26c8334a0e0092e2eb6cadfc1b4
GCA_000493115.1,,,,,,,,,,,9c0fd6133b8d56ac6ec7fac0aa7a4bf7
GCA_000504045.1,,,,,,,,,,,f4b2cd6998bb077b2be4e7a08bdaab12
GCA_000504485.1,,,oprD,,,V359L,,,,,8012e348b256defe0138605d5ebdb77d
GCA_000505685.2,,,,,,,,,,,2490e9bf49049b45f9a68e248a9d5994
GCA_000506025.1,,,oprD,,,V359L,,,,,29aafa16f33a7b308e09d8801c420fe5
GCA_000506185.1,,,mexR,,,R83C,,,,,2b4fa27cc3a126894ab30bd4ae983827
GCA_000506185.1,,,oprD,,,V359L,,,,,64f041f8b26df7ac6b67d6a5f7a9abaf
GCA_000506345.1,,,oprD,,,V359L,,,,,8e39837e0c307b484db94d83726a458f
GCA_000506365.1,,,oprD,,,V359L,,,,,4472e8b33af021560ea73ea4e9989328
GCA_000506365.1,,,mexR,,,R83C,,,,,c2eb7ae7288dbde4c293af9f44721601
GCA_000508765.1,,,mexR,,,R83C,,,,,4e4796bb7d7344b2b3e249740f2583a3
GCA_000510305.1,,,,,,,,,,,45cdf65d5aeaf889f888b3755f9d6d47
GCA_000512165.1,,,ompK36,,,D135DGD,,,,,f58f1fead44d7ec6274d5aaaacb73507
GCA_000515455.1,,,,,,,,,,,7c3931436260d3b37faf12776e6570b2
GCA_000515595.1,,,,,,,,,,,bc0cedffb7d80fcd6e16aff9f8700082
GCA_000515655.1,,,,,,,,,,,f6e14896216a6a6f1e4dd4f58f12af2f
GCA_000515675.1,,,,,,,,,,,36f281539d4804288d7ba306f252057b
GCA_000515735.1,,,,,,,,,,,425a75d7b073c3c8fc4b6106a9db39c4
GCA_000515795.2,,,,,,,,,,,828c9ae0a04beaa7c4f8cf3bfa7df148
GCA_000515815.1,,,,,,,,,,,f1885d445c0d56112166115ca61188ec
GCA_000515855.1,,,,,,,,,,,b76278357165c4c76b1e5e9724f41a8c
GCA_000515935.1,,,,,,,,,,,12bc7be167d1f6d1f0b4aff2c2a108be
GCA_000516035.1,,,,,,,,,,,fa8a1930bc92224afe78f0959e092b11
GCA_000516055.1,,,,,,,,,,,e22775c9bb9c585e37f0f30ed5e89d16
GCA_000516075.1,,,,,,,,,,,218516d7242552732c1592dd02bd72ad
GCA_000516135.1,,,,,,,,,,,3ce46df3e3551cc324092c3d4f99f613
GCA_000516155.1,,,,,,,,,,,be8f9ef004f9915c2f070abd424cd457
GCA_000516175.1,,,,,,,,,,,29a90f19c4632bd423d15b3da6ccc80c
GCA_000516195.2,,,,,,,,,,,6372c0c9c8f922b059807bec9d4b30b3
GCA_000516235.1,,,,,,,,,,,199cd7821ef95f5dde8051f72c0ce54c
GCA_000516295.1,,,,,,,,,,,f8c5a53bcd3a01275d6714103c3af48e
GCA_000516375.1,,,,,,,,,,,5076258b00da8a74a64ebafea9086529
GCA_000516575.2,,,,,,,,,,,da8ef05435d6d7521704e9e49a55742e
GCA_000520195.1,,,oprD,,,V359L,,,,,be3519131fceca1ca6b263c495805ddc
GCA_000520275.1,,,oprD,,,V359L,,,,,5d8338368bde294102dab979c97e725f
GCA_000520335.1,,,,,,,,,,,6dfe43cbfeb369e6b4ac5172db0b66a7
GCA_000520395.1,,,,,,,,,,,a1ff888fdf8b37801fdc42b338430845
GCA_000520415.1,,,oprD,,,V359L,,,,,12d6ea2b2b0fbbdec4cb6a4863943310
GCA_000520435.1,,,,,,,,,,,0abe7cfdbbea071cc38f56cdcefd53ea
GCA_000534235.1,,,,,,,,,,,379eb09304185635ebb5864413b90b29
GCA_000566865.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,70170ac80826b365437a39861187b877,70170ac80826b365437a39861187b877,92a602c12d7ea78093bacec05630cbd7
GCA_000567005.1,,,,,,,,,,,8a423dee2c9802d5e10ad69916f8739d
GCA_000567125.1,,,,,,,,,,,7e4fd9ff87bd9c7bd54f29e082263c5f
GCA_000567225.2,,,,,,,,,,,56e37e6b37156cbfafe47cd00496ea84
GCA_000567385.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,9007d4df2c6d4ff3168f15b358f6d164,9007d4df2c6d4ff3168f15b358f6d164,68e1bee0bf53379e6886551b3a1dcc8a
GCA_000567405.1,,,,,,,,,,,f9059cbe2f2031a09862179bdca75d67
GCA_000567645.1,OmpK35,OmpK35,,E124STOP,E124STOP,,STOP,PointMutation,f519aa3584151a24b9381b30e8ccf451,f519aa3584151a24b9381b30e8ccf451,b04ec4ab6825690244c1b798b5f2cccb
GCA_000567725.1,,,,,,,,,,,a6d16f451f8e898d8d293c0adb7968e2
GCA_000567845.1,,,ompK36,,,D135DGD,,,,,8e35f638ef993ca7cb57fd4dbfe61032
GCA_000567845.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,ab87158555cc0ca14ac5a6d7476c6069,ab87158555cc0ca14ac5a6d7476c6069,34fd84a97adee86385efa4b87ce9cd79
GCA_000568115.1,,,,,,,,,,,6b555d58822e2795ac6a9c749adf9028
GCA_000568215.1,,,oprD,,,V359L,,,,,b595369dd36047e90d4f733e038676dd
GCA_000576535.1,,,,,,,,,,,11d2d3d6e4fec251fb5f4fd71a4fa898
GCA_000580195.1,,,,,,,,,,,c3424636a6a88a688c3529298fbe3c84
GCA_000580395.1,,,,,,,,,,,6e01a642e14d845a6f7732ceff634f48
GCA_000580435.2,,,,,,,,,,,d09ee297c7407378b77dcbf2d0355eb4
GCA_000580455.1,,,,,,,,,,,f2fad602ab7728a3bf18fddab9b98b23
GCA_000580515.1,,,,,,,,,,,6a928a37962b2023fc7cea8c97913c70
GCA_000580535.1,,,,,,,,,,,ba52c2fcf834728dedcd0b36496a9650
GCA_000580675.1,,,,,,,,,,,ce7085fc573d0476786e3b29be43bb2c
GCA_000580775.1,,,,,,,,,,,79d9a289e799581acd3987e585927046
GCA_000580855.1,,,,,,,,,,,a59f29273cb2e280a57c582ae6fa2be2
GCA_000580875.1,,,,,,,,,,,cd6e63f366a289c4bdb2f6e181923ead
GCA_000580955.1,,,,,,,,,,,ad212de4dba2f5d50d94640863dab1bc
GCA_000580995.1,,,,,,,,,,,ac86f5e921006a8914fe8081142765ea
GCA_000581115.1,AdeS,,,H357STOP,,,STOP,,a7d873781139a8f74030da2001d95f37,,00c1660f35a093778ed38f2f6c4ed739
GCA_000581175.1,,,,,,,,,,,cbfc0176deb6ba2ec6104c605919b0da
GCA_000581195.1,,,,,,,,,,,cd473bfc18f3100b7e5851c3a1fbe1f7
GCA_000581315.1,,,,,,,,,,,5573963cd3b5d0d5f36fdc409aea5317
GCA_000581355.1,,,,,,,,,,,cec6ad455ac9e08642fb89d0d34090a1
GCA_000581415.1,,,,,,,,,,,7c510252ac663fec192dd1f937b768c9
GCA_000581435.1,,,,,,,,,,,ef5b068bbc52a93f36a5ab54a6ff15e1
GCA_000581455.1,,,,,,,,,,,a20eb87417c643d55ae2a5b27f116ea8
GCA_000581495.1,,,,,,,,,,,c5b86b1ef6deddb879515cae4e19e26a
GCA_000581615.1,,,,,,,,,,,d2f844e8fe0156ccb04c5ef282fc61b0
GCA_000581655.1,,,,,,,,,,,a79d8eee26784bd5ac55ed58b9fc3210
GCA_000581695.1,,,,,,,,,,,71e71404a296abf3754026cceaf34013
GCA_000581755.1,,,,,,,,,,,99e27eb42a957ce2c24c794b1cff2e59
GCA_000581775.1,AdeS,adeS,,K98fs,I100fs,,FRAMESHIFT,FrameShift,a531c46a8c58894d6a7138c6a07659eb,3e6a7b3e3f3319b26ae03aa117a19bae,92084be628210bd65ab5911b59fe8d1d
GCA_000581835.1,,,,,,,,,,,9a07d943a6efed23fa35e26da851bc3b
GCA_000581895.1,,,,,,,,,,,92f4d1458e08220d33fb41bdf63c48d2
GCA_000581975.1,,,,,,,,,,,19559b0cda6309203e67ef009a21efc8
GCA_000582015.1,,,,,,,,,,,5df926012363d9b595ab63be687093b5
GCA_000582095.1,AdeS,,,H357STOP,,,STOP,,400bf82aaace4e9a844ec3c4d7017559,,29fe50500bb386250f61036d4d82e198
GCA_000582115.1,,,,,,,,,,,f436ffc6447cc8ae310aea2ae0d3500c
GCA_000582155.1,,,,,,,,,,,4b496a2fab4a79b9ad316d8be9371fb4
GCA_000582195.1,,,,,,,,,,,ffdb8c0bb69951a9fb9f210c20e1f2af
GCA_000582235.1,,,,,,,,,,,32f7836804bb8f853cd8c312b86a2a97
GCA_000582255.1,,,,,,,,,,,03b0558915d84fe7eeca68a14e35e26b
GCA_000582965.2,,,,,,,,,,,66945b731fa4c0ccfe519a30b1158c27
GCA_000583255.1,,,,,,,,,,,c866ae86d0d28ac1fbb823ce13527ab4
GCA_000583335.1,,,,,,,,,,,e02a38ab9d075ac138bd9e61881154cf
GCA_000583355.1,,,,,,,,,,,38cf92042675aac07bbbfd1e646aeac6
GCA_000583515.1,,,,,,,,,,,a243dbf03a6869547bf6963ad79cf4dd
GCA_000583535.1,,,,,,,,,,,e60e5433bb2856116e6d45aad02ee740
GCA_000583555.1,,,,,,,,,,,a1aa271f74b8290b8e814d034bbdabe9
GCA_000584035.1,,,,,,,,,,,bc9204b724da6a1011c55bf0f08ef70c
GCA_000584255.1,AdeS,,,H357STOP,,,STOP,,950915854380691942360b607439b2e8,,319cacc9efe908ad98d57ee941c8216b
GCA_000584275.1,,,,,,,,,,,813bca64b4c2c7d484739e65aec975bf
GCA_000584335.1,,,,,,,,,,,d093e474cdffb0619923889ff9132b15
GCA_000584415.1,,,,,,,,,,,40e50cd007c014047a5ca3434c8c5606
GCA_000584435.1,,,,,,,,,,,3ce3e1e3c2a85fec4e4dfb15a9443325
GCA_000584515.2,,,,,,,,,,,edaca81344db65ea8c1ad14e5d2c162c
GCA_000584555.1,,,,,,,,,,,2c478622101a1af716f25b5643b4c229
GCA_000584575.1,,,,,,,,,,,acb2a338cd0fa9d56a207b65f589bdfd
GCA_000584595.1,,,,,,,,,,,5ebaf0ce7e49d8e5b2ea275aa235b47c
GCA_000584635.1,,,,,,,,,,,c2a65aaa3320261d98ad4c4f3ed567e7
GCA_000584695.1,,,,,,,,,,,faec0cea293251d3070ce26ccb763b96
GCA_000584735.1,,,,,,,,,,,872b141624c688799a6009e73e0a4898
GCA_000584775.1,,,,,,,,,,,56f07aad95bb04376e544c1b53a32074
GCA_000584875.1,,,,,,,,,,,37f3ccf51bb43175b9a6b9609412fd89
GCA_000585955.1,OmpK35,OmpK35,,G41fs,G41fs,,FRAMESHIFT,FrameShift,1103579bc8a2b0617416e6ad0c8aa31e,1103579bc8a2b0617416e6ad0c8aa31e,1117ab0ccd14915cc970273a00fefd88
