element_symbol	asm_acc	contig_acc	contig_start	contig_stop	orientation	lesion	lesion_type	aa_identity	nt_identity	ref_accession	ref_desc	ref_start	ref_stop	coverage
adeS	GCA_008581715.1	BKDF01000055.1	9359	10445	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_008581785.1	BKDG01000041.1	21741	22827	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_008991365.1	BKMN01000052.1	9984	11070	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1086	1	100
adeS	GCA_008999955.1	BKQL01000068.1	9985	11071	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1086	1	100
adeS	GCA_009005395.1	BKTI01000033.1	27168	28254	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_009013035.1	BKWK01000038.1	9448	10534	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1086	1	100
adeS	GCA_016486385.1	DADALX010000060.1	9486	10570	2	I100fs	FrameShift	27.07182320441989	96.77716390423575	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_016525615.2	AAYNEH020000020.1	10071	11133	2	V59fs	FrameShift	16.850828729281776	95.58011049723758	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_016527485.2	AAYNGD020000019.1	10071	11133	2	V59fs	FrameShift	16.850828729281776	95.58011049723758	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_016529705.2	AAYNJI020000019.1	10071	11133	2	V59fs	FrameShift	16.850828729281776	95.58011049723758	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_016535825.2	AAYNNH020000005.1	305817	306881	2	Q163STOP	PointMutation	44.75138121546961	96.40883977900553	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_018454005.3	ABANQR030000031.1	16963	18026	2	I100fs	FrameShift	27.624309392265193	96.04051565377534	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_018498365.3	ABAPDG030000075.1	882	1946	2	W53STOP	PointMutation	14.364640883977902	96.04051565377534	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_018863315.1	JAHKSB010000078.1	8159	9245	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_020100175.1	DAEXGK010000031.1	17126	18190	2	K273STOP	PointMutation	74.30939226519338	96.04051565377534	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_020532025.1	JAJAWC010000057.1	4967	6053	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1086	1	100
adeS	GCA_020679245.1	ABDOIA010000094.1	12187	13251	2	Y340STOP	PointMutation	92.81767955801106	96.04051565377534	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_022699685.1	JALDNC010000075.1	9372	10458	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_022963995.3	ABFTYZ030000019.1	53111	54174	2	S188fs	FrameShift	51.38121546961324	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_024025035.1	DAHQYD010000021.1	10071	11133	2	V59fs	FrameShift	16.850828729281776	95.58011049723758	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_024025255.1	DAHQYO010000003.1	214075	215137	2	V59fs	FrameShift	16.850828729281776	95.58011049723758	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_025457285.1	JAMKWK010000020.1	52866	53928	2	N125fs	FrameShift	34.25414364640885	95.94843462246777	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_025818235.1	JAOAOM010000058.1	10012	11098	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_027085915.1	JANWBS010000047.1	9933	11019	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1086	1	100
adeS	GCA_028444495.1	JANJCU010000064.1	9372	10458	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_028464005.1	CP116801.1	1904876	1905941	2	I100fs	FrameShift	27.34806629834254	96.13259668508287	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_029425075.3	ABLFLS030000019.1	58366	59429	2	N127fs	FrameShift	34.806629834254146	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_029562855.3	ABLIPB030000001.1	1113361	1114423	2	I100fs	FrameShift	27.34806629834254	95.67219152854511	NZ_JNOT01000030.1	4587	1	1062	100
adeS	GCA_029737455.3	ABLNGT030000017.1	18876	19941	2	I100fs	FrameShift	27.34806629834254	96.13259668508287	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_031100655.2	ABLYPF020000019.1	58366	59429	2	N127fs	FrameShift	34.806629834254146	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_031135385.2	ABLZVL020000017.1	18876	19941	2	I100fs	FrameShift	27.34806629834254	96.04051565377534	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_031150285.2	ABMANB020000014.1	18876	19941	2	I100fs	FrameShift	27.34806629834254	96.04051565377534	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_031581805.1	JAVLRC010000057.1	9322	10408	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_031905105.2	ABMWBW020000021.1	52847	53913	2	R265fs	FrameShift	72.9281767955801	96.13259668508287	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_032940525.1	JANBNN010000067.1	10109	11195	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_033103215.1	JAWLZI010000058.1	9232	10318	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_033725775.1	ABOYJX010000020.1	53111	54174	2	I100fs	FrameShift	27.624309392265193	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_033791045.1	JAPAAI010000011.1	9232	10318	2	I100fs	FrameShift	27.07182320441989	98.71086556169429	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_033959465.1	ABPECX010000020.1	52831	53894	2	I100fs	FrameShift	27.624309392265193	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_036742505.1	ABQIRE010000020.1	53111	54174	2	I100fs	FrameShift	27.900552486187838	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_037045905.1	JBANMF010000053.1	9934	11020	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1086	1	100
adeS	GCA_037108275.1	ABQQMV010000020.1	52738	53801	2	S188fs	FrameShift	51.38121546961324	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_037663215.1	ABRBTT010000020.1	53111	54174	2	I100fs	FrameShift	27.900552486187838	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_037663335.1	ABRBTU010000001.1	1113369	1114431	2	I100fs	FrameShift	27.34806629834254	95.67219152854511	NZ_JNOT01000030.1	4587	1	1062	100
adeS	GCA_039024035.1	JBCHKF010000016.1	18994	20057	2	N282fs	FrameShift	76.79558011049723	96.04051565377534	NZ_JNOT01000030.1	4587	1	1065	100
adeS	GCA_039560985.1	ABSCEI010000018.1	53111	54174	2	N282fs	FrameShift	76.79558011049723	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_039658635.1	JAOAQB010000003.1	55549	56614	2	I100fs	FrameShift	27.34806629834254	95.76427255985267	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_040116705.1	ABSVQF010000021.1	53111	54177	2	R265fs	FrameShift	72.9281767955801	96.13259668508287	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_040287245.1	ABTBEE010000019.1	52869	53935	2	R265fs	FrameShift	72.9281767955801	96.13259668508287	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_040445105.1	JAXOSG010000070.1	9857	10943	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1086	1	100
adeS	GCA_040532775.1	JBEVZA010000016.1	73305	74368	2	N282fs	FrameShift	76.79558011049723	96.04051565377534	NZ_JNOT01000030.1	4587	1065	1	100
adeS	GCA_040597765.1	JAWRHM010000054.1	9322	10408	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_040597855.1	JAWRHR010000048.1	9946	11032	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1086	1	100
adeS	GCA_040604215.1	JAWUQR010000021.1	9342	10428	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_041023465.1	JBFSIB010000046.1	9233	10319	2	I100fs	FrameShift	27.07182320441989	98.71086556169429	NZ_JNOT01000030.1	4587	1	1086	100
adeS	GCA_041534475.1	JAHTTC010000052.1	9351	10437	2	I100fs	FrameShift	27.34806629834254	98.8029465930018	NZ_JNOT01000030.1	4587	1	1086	100
